TV,Radio,Newspaper,Sales
5186.850510553463,1425.5926798799978,2901.1649723765863,976.8586445744387
1541.281083407067,1046.238881717329,1812.4540953469732,1040.9239676584803
6060.671342901188,3267.5583561749,2829.420647489348,973.9253243423655
9618.627560548422,3985.852012870046,441.0962740722642,1083.7349875407515
2577.726481218937,3397.569140935088,1430.7419615002357,803.8274273658109
7210.0440173859915,2886.3595996212125,1002.4260355975381,945.3934093552192
2808.403197931508,688.7805054423632,2273.2166054479703,896.1562586661191
5822.449160257732,4858.199499174727,2949.502144342566,750.6733806228349
1870.0880468204766,4094.2138624455856,992.6311685994691,576.3154080675606
5053.338426323666,1817.6991651543412,2066.271423980001,673.8024463259184
7805.469960057215,4909.866482114828,834.8636084512983,1301.775583935708
4128.143718150839,3208.4671533634496,1826.3916873433468,1231.6602971787654
6984.205520384962,3120.901961932609,1552.6177140585078,999.7350422108134
8159.049647107563,3866.3293074328944,2924.41439000515,1116.5737417148464
9344.600375315074,4152.964046405619,1943.0236362804596,1205.6497223330286
3111.778736699082,3454.153732991762,1243.6672046344106,1063.4407628152949
4593.843242283773,1076.4308586479,608.0586191974201,605.5205281979124
2371.744119973757,2022.2037769752428,708.3664375843233,768.4001467521844
9932.351519425378,4676.376381467224,908.3557108683348,1405.9628285124938
9343.008711318658,1510.7702532973335,977.6099856188046,1157.1283792543595
5859.614172525036,2174.75160726881,2596.663356171072,995.786996921885
8578.29964938779,2444.345973248882,1815.3015283628172,1281.3570857636576
5688.62179544838,2477.3224536250345,1713.1554607107894,394.2721931388967
6612.271192024838,3258.2281212253647,609.8759540468872,1114.8140269778446
1802.1198890441497,4743.841269851184,2622.3771720434743,727.7158237820743
7797.433784471271,1583.1172032462723,2251.598618662906,654.6177565420103
2149.421352717113,1046.7561933541313,482.7045771300043,766.0629725889172
8434.608672272756,1388.617204369718,2211.1547625203757,1318.3414736966292
8038.252789033473,4491.1620509417135,1767.5531868251444,1107.0960141685584
7378.702279686788,3406.148656948427,520.6584335163013,1211.3757227083534
1325.4434247228592,1786.5805515762206,1537.4117321273725,1006.313396860742
3728.1552035079576,4171.761225358778,1608.6799752511267,1164.5214991640923
3368.013129197586,4376.164983635463,747.5912584408445,1193.8678994328016
4241.227667243672,4309.314524106251,2853.3849969007624,1118.461012447835
1788.784720874547,4635.169401377995,2594.9335029977874,867.7807449690994
9432.620407279564,1635.0845907801272,2106.3603107885924,779.8320509394073
5984.220166411386,3897.688679358252,1548.1980147016395,952.3519983099588
3749.718795922212,2572.4277377336302,1411.766962278173,664.0867391105626
4572.833653668551,4288.993488005277,2057.628361307576,1396.1188165424287
5024.822864543521,3778.2080472272596,1772.6660473986447,920.3722840517585
6405.3490002455555,3994.013509248761,468.1373858810912,1018.7130733155582
5641.11484926848,3452.728269564822,1683.7571516798955,1080.9746630045072
9274.527758929757,1298.429462613681,2477.2897665286664,1098.702748721386
5472.671346152472,2952.6211350362223,1539.9476695117867,1276.9470508805769
9929.422133409815,4931.013827860287,440.28275939652474,1082.3902702199075
8662.824619705862,4718.246299237036,2422.9511383368895,1233.4811081523296
2876.5946292160224,694.2818110865526,843.6822117671309,548.4173531176675
9375.356931795246,1241.666670782467,998.2762541977047,784.3782988028508
2047.2975809692848,1092.7794805455287,744.7071542671989,546.0634547172442
8357.047376420724,3766.90959493383,1191.5806751530433,1096.8688134632982
4425.60964128922,4180.033984356252,2343.2290653593145,872.9182684960385
8901.768884005625,1460.8011483980235,1702.341820660631,916.10654878125
8812.510210967053,2776.3371182832307,853.1794402069239,796.0108857515229
8253.32860105859,4283.1636260504,2670.1412110105102,1147.476096899522
8110.2739267635525,3797.606951448128,2674.871008369129,836.7200298409762
3742.112251882367,2940.0674247133175,2650.5617476242187,1036.2363547492982
1728.2735474612696,3156.564607064478,944.749770730156,757.506705364448
4626.821608886454,2787.6224611232597,1518.346229288668,596.886065874927
2561.720634878578,1838.9680309346925,2959.472071580363,728.5870997187549
7254.559800122155,3042.5989678655724,2384.433686036974,905.5336781837232
4114.89753884007,3599.983859225408,373.3520373090115,924.7796945141263
9780.491807739234,4429.9531213736345,476.05239640332854,1448.5943763386358
6768.7486961079885,3363.3110929066165,1552.6147173932984,644.513826114314
8402.325072709249,3925.046916694211,2754.8945558262126,1182.7701828075008
2192.7220546766357,1220.3223572955785,1754.4948544723284,679.0572835464967
8758.130340453603,2577.0086348890545,1644.0937716925837,1224.577690859113
9304.814714620548,541.9922892219198,584.7789898829026,1047.103122643929
5383.5572693704235,1610.0548903473036,2073.306282755594,745.3853812173173
6456.276439758797,3769.077718008522,2519.678533620609,985.3564995835754
7883.288208126959,4963.144781072136,1327.1340202704182,973.299050896648
2573.547645343713,946.3014481424716,2394.1519974983844,953.5554278375557
5523.0946881709815,2306.724421375797,2904.0869655321912,959.8086499639352
4587.967249950818,4100.319359146218,850.1694396447606,1299.1543572033338
2317.365929460242,1418.1603558300449,1712.9900042258014,711.8522480700638
4307.809800623783,2997.8822718602883,1075.272486828354,725.8826021283588
1613.550784469442,3798.8208321335364,2440.706931391366,503.10870192798916
1232.3071625453829,3271.934526170806,1859.5020878791252,387.6498665592861
2216.496602393405,1346.1113057693726,2013.3725273858201,408.24326957092177
9668.036004302565,2099.2305590858277,2454.368230962914,1194.4273997097453
5945.765823055152,4027.0630301842875,1369.1202761886282,1101.1894252917746
9692.39945037898,2994.019313594075,2770.7431846990166,871.2649001972559
4892.480904971188,523.5332609431073,1739.1779415645778,996.7483767484441
3806.3451977673362,3924.4584201264224,726.4780216554396,772.4777270063989
5555.2767655621965,658.9010972310758,2178.9276190557666,898.8463131361358
4955.605197696192,3855.8020222905448,2441.805646183287,1297.710635813015
1950.9821583556952,1411.1625207435684,1155.256528082322,868.0211677631034
6767.436832211856,4811.330660537211,2614.383993896633,1055.550458267814
2944.3436425863965,2155.7333808593803,2746.5867878675695,637.6056759166646
6576.291594080466,1971.192273521356,1047.642115920084,508.72845385661924
6851.80983158338,1169.996226496001,2955.5079763310996,834.224916080458
2368.223678157833,1875.2189697059669,679.9211257316477,671.5915287025409
1552.1466439960134,4444.928428226903,845.4423046867229,583.3318330392417
8026.854274615958,4983.504519322613,797.4070659426706,1098.3537130635216
5138.203813923881,2157.3928872808174,2713.77221702125,939.9894492898178
1523.4741595492821,2518.7478392954417,2066.5898912773973,693.950121925988
9953.796854527904,3749.3192219123166,710.6815647001367,1038.9825423792
1520.0250489672999,4487.881012092836,1488.8732295945422,833.9136242132602
7255.317059726978,3168.6995038405285,1961.3046676884655,1136.7411030845058
9853.110327370723,2261.865641800232,525.3530294713348,880.8109174361161
3152.6209379433303,2356.798283818807,2682.5241946998144,1114.5651800401674
2280.2443181847657,3630.2816592356307,2469.729545692145,813.5977421925755
2092.46445480186,514.4821862192541,1664.0582886569232,678.8941834375404
3729.47632810836,3288.152018569283,2911.24186119976,1046.9800376354935
1909.4122990958203,2099.7185469861083,1427.9546440427691,768.9412224082187
7229.452075247187,4073.887990746879,2957.097861398544,1303.76838601684
1560.6261831705642,918.4578792040948,2103.383996769793,735.2959772701507
5584.799153348107,3146.910201267757,2013.612437785642,843.0372639235973
9970.27168467679,2664.378004487557,748.0782172986195,1199.8317559735206
8325.732425554168,3390.4648665735235,2681.2049474225387,903.5961228991933
6536.974944079098,791.8411751733576,1454.222157385661,923.8610000877637
3756.282587079505,3109.927043426591,738.0301956126943,827.7061188305275
6615.062526624746,3026.6806458178567,334.0403039345494,920.2181898274802
5743.373175204864,3022.9704248727694,1811.340345823633,936.7201838420768
4834.7504550133435,3215.6944996840466,1723.978979731226,545.714863030438
2176.3933906617954,3544.10571751863,2242.254780396728,708.1065600975445
8979.4379371642,4122.450498563464,2703.6967431480657,1213.5497993234135
5048.061839391903,1714.1932405769646,514.3977785361797,868.3740333482392
2751.602606386886,4212.72234581028,2275.0405239189786,668.8052116841332
4309.834157895606,2742.1505701855413,806.0122490634719,1102.4996663470463
4727.167772760344,846.7622561044902,2617.078043524343,675.5062505450269
8447.84106010187,763.4791815979064,2511.4714874264714,1222.166804997151
7602.5294250526185,2004.0724341322737,1760.1431384609698,1098.532535146088
7923.7440427720585,4032.036397001604,2217.655556282941,994.7528627383948
1099.281379857825,3684.564206334121,1148.7453055961205,1091.8711749360423
4745.3859836178535,4048.767341025829,1572.1533271185995,707.6572262841878
5332.097364717913,2827.7107539872422,2518.4196238182735,1139.0967218319338
1172.7304914075103,2480.8954907997077,1540.0160323676776,904.1892887819897
3338.318878705308,1163.5363701782778,1266.0553163786929,617.3150164184284
7842.608408099215,1976.867391241902,1634.3736075758097,1298.729384294777
2233.9873515609916,2453.0871477824385,2536.2729815804896,735.9017400169712
5817.791183073325,898.7019335582775,1205.0617279013563,920.7282141890095
2936.8168481551374,1492.7537872004507,769.1563014665082,781.6900506940143
1109.0869717950395,3192.013823286825,2222.437854893108,722.9462888739087
3170.8131183958735,3810.4840140763545,2530.141174311821,1049.025906344159
9782.863794190484,4992.563801268273,571.7211920135401,1364.6951216311038
8213.834006946905,4699.009991046009,947.6601044410507,777.3755084747811
9636.1897988893,3391.543397908362,683.3243723546835,1398.8390056070702
5390.686395337262,2395.6162398233237,1239.44181127185,570.0438260908168
1987.6257880975315,3362.7981411870473,1515.947643044614,985.8808852120285
5931.635400763236,4035.432281361044,2321.831109800927,1252.995021952148
5089.396011039647,1032.512859155243,2058.0984791805204,639.319983250568
8599.213744656543,2344.572003633297,1976.5071321917642,1000.875923752995
1882.7432270582012,4279.110285360277,1251.412355846067,581.703009745516
5394.170233196003,2227.2482836986983,2571.9083933288516,892.9714887498666
2350.4379822458586,3073.4252205223393,1572.4753519750443,726.0263116552895
3922.0833420105396,3144.962123879892,2943.5833326409174,1066.1422584888182
7636.2136964901965,1330.143139101377,2012.1837733984894,1257.4436728144412
5284.163164318898,2130.059487435298,640.9148022241574,1147.7747439380728
4382.994566311923,2005.3007993386946,2125.679417603672,750.6985375015937
4550.286507130318,617.8851883942916,1177.780841665587,745.7187833933496
5135.0209156538795,608.8629375110986,2153.0834310524633,509.0104277705218
8065.148894533512,4242.636696540981,488.03110003849554,926.4298322902321
9028.76220046211,1728.8186448776557,772.1798803750903,1236.726578848956
9598.012178535355,2831.3544480746696,2610.490599045623,1494.5860695307697
8082.130476297656,1844.2650811494786,913.3848039634902,758.4088968037822
3838.6620617321146,4733.056603019032,2560.011038155938,839.5628465214663
7193.21235477888,1666.8354148959818,1054.0454388269081,952.6742461078051
4938.428116498528,2433.4556573252075,2035.7811571585107,961.3652985966114
3292.0355984144608,4427.286127180709,2174.2065484765435,744.9987174779185
8567.844214833303,4288.701050563139,1684.167833491643,1235.277496661758
1345.837140660925,1337.4563803082478,1124.3388270811745,559.7524076436282
9115.857929218811,4111.894894080697,874.1398162019595,1143.6024325345713
5153.297181622607,2561.840990320517,389.61125731855077,981.0836860142475
6734.813291274524,2673.3599243840986,1120.6552833499543,978.5791740017763
6934.185299852044,1100.6598758717469,2063.5395344344643,865.3646679551923
9056.059666358828,862.7068119070609,2833.4230098109033,1050.3919853033847
6730.027139504866,3775.7268813819433,2652.2521021102407,1049.4254034527612
6525.4022628405555,2734.0751855988487,2368.3748966453168,932.6821614889157
1599.8683650462096,2465.828161768308,2428.8078267839064,699.7315669931395
5665.672197506837,3782.787028935785,2095.459239385187,1317.1883023152723
2351.521007353375,3944.808045459994,1002.7745154282081,917.6354972371626
7636.90391849337,1215.086754512091,2749.426582905741,953.8353999864922
5609.9972873140705,3246.013172649386,2110.977242145752,1113.0605894381986
7122.05001287518,1109.093370249585,1813.1897036471878,888.098028611956
1375.0561054214584,3881.1878871307053,599.6715668763989,976.6153952799214
1763.128144412229,3456.2982032021278,1507.0499682773486,845.5482728366358
7446.91049256414,4804.7657948755605,1542.967332245201,1089.3647475897396
1648.7590239880603,810.3110736038952,2634.321745711209,783.4234316769506
1641.3105498873274,756.7462451806445,1775.9501945070288,351.43865272310313
1108.976277113987,1769.8418361194006,1327.081482220106,440.7014379851175
9608.512584695321,1677.6755768115768,2937.3608869787804,896.8684776367816
7637.575235131062,1611.4045958239992,598.9456019810523,992.891932601686
4179.262676518578,4578.145612344665,1440.8807564422505,1281.8183809100015
3668.820231588897,1622.9578993227774,413.4666229627943,1207.0233554797662
4147.329067712646,1723.7737675788394,2297.741126070712,972.8598581590587
7971.881780630637,3917.292180880837,2778.8066909377067,1238.818871983788
6952.335499633729,2523.82929102743,1056.1007897863215,620.0414234858256
2666.7601108072113,3995.1975062983156,2617.5225273576266,763.1368216662177
2566.984018006759,794.1477090397336,1088.989222247124,535.2280355476933
1885.5608474205758,2694.0703715302293,2759.079436438571,660.6437206751718
6942.724477312043,651.2612008247718,2335.6971397113166,909.6288223729747
7879.353959995624,781.9394155490954,2473.248297471884,905.0246080064761
3385.4178549250364,4578.968540049849,348.61770012122713,467.0282032767251
1188.5046492782153,1126.6041700291782,2899.58796409987,841.0590894115808
1739.5450072878461,2895.893070238477,2262.0116785898726,556.1247183836663
9710.740313605274,2349.9302117031793,1122.82795754256,1161.0684356968975
3659.0029972967823,2063.044968164792,2539.3655951188866,1256.469450394992
7923.008330543203,4549.250055592726,1060.1072357203109,926.0467175051938
6621.972119688374,598.2052854897028,2656.4353668285453,428.66237385959727
4437.456756876063,3487.0535877901507,603.96705411223,822.273148602754
